,brand,model,price,year,kilometer,fuel,gear
475,Volkswagen,Jetta,17990,2017,15000,Bensiini,Manuaali
476,Honda,Accord,1850,2007,383000,Diesel,Manuaali
477,Mercedes-Benz,C-sarja,5000,2001,175876,Diesel,-
478,Audi,A6,3800,2006,430000,Diesel,Automaatti
481,Ford,Focus,300,2005,318800,Diesel,-
482,Toyota,Corolla,2200,2003,260225,Bensiini,Manuaali
483,Nissan,Primera,600,2006,247258,Bensiini,Manuaali
484,Volkswagen,Jetta,8750,2012,118000,Bensiini,Manuaali
485,Citroen,C4,3350,2006,251000,Bensiini,-
486,Volvo,S40,450,1998,4000000,-,-
488,BMW,3-sarja,3320,2003,293940,Bensiini,Manuaali
490,Ford,Mondeo 2.0 TDCi 2007,1900,2007,291000,Diesel,Manuaali
491,Skoda,Octavia,2990,2008,287000,Diesel,Manuaali
492,Chrysler,Vojager 2.4,890,2003,374000,Bensiini,Manuaali
493,Mercedes-Benz,E 320,5990,1998,214800,Bensiini,Automaatti
494,Renault,Megane,120,2000,197000,Bensiini,Manuaali
495,Audi,80-sarja,200,1991,490000,Bensiini,Manuaali
496,Mini,Mini,3700,1970,1,Bensiini,Manuaali
497,Skoda,Octavia,1200,1999,360000,Bensiini,-
498,BMW,X5,12900,2006,190000,Diesel,Automaatti
499,Skoda,Octavia,2700,2008,313300,Diesel,Manuaali
500,Fiat,Punto,430,2000,144000,Bensiini,Manuaali
501,Opel,Zafira Tourer,8500,2012,182000,Bensiini,Manuaali
503,Ford,Mondeo,300,2002,400000,Diesel,Manuaali
504,Volkswagen,Passat,1800,2006,430000,Bensiini,Manuaali
505,Ford,Focus,1290,2005,390000,Bensiini,Manuaali
507,Nissan,Qashqai,11300,2014,141500,Bensiini,Manuaali
508,KIA,Rio,1390,2005,178000,Bensiini,Manuaali
509,SEAT,Leon,2490,2000,324319,Bensiini,Manuaali
510,Volvo,V70,7250,2010,260000,Diesel,Manuaali
511,Audi,a6,3390,2005,497600,Diesel,Automaatti
512,Nissan,Qashqai,9000,2010,106389,Bensiini,Manuaali
513,Skoda,Octavia,450,2005,399,-,Automaatti
514,Ford,Fiesta,2200,2006,171000,Bensiini,-
515,Volvo,740,1450,1992,475500,Bensiini,Manuaali
516,Honda,CR-V,2750,2002,381881,Bensiini,Manuaali
517,SEAT,Altea XL,1700,2007,378000,Diesel,Manuaali
519,Ford,Fiesta,4000,2009,175200,Bensiini,Manuaali
520,Suzuki,Grand Vitara,5800,2007,299500,Diesel,Manuaali
523,Subaru,Legacy,2200,2011,420000,Diesel,Manuaali
524,Skoda,Superb,7500,2012,207000,Diesel,Manuaali
525,SEAT,Ibiza,450,2003,214000,Bensiini,-
526,BMW,X3,14900,2011,248000,Diesel,Automaatti
527,Mercedes-Benz,E-sarja,22900,2014,129000,Diesel,Automaatti
528,Volkswagen,Golf,3900,2006,237000,Bensiini,-
529,Audi,A6,5190,2008,242000,Bensiini,Manuaali
530,Toyota,Corolla,4700,2007,229000,Bensiini,Manuaali
531,Saab,9-5,7900,2007,58000,Bensiini,Automaatti
532,Skoda,Superb,7200,2009,204900,Diesel,Automaatti
533,Peugeot,407,1890,2004,245000,Bensiini,Manuaali
534,Renault,Laguna,3550,2008,242000,Diesel,Automaatti
537,Renault,Megane,1590,2003,181000,Bensiini,Manuaali
538,Land Rover,Freelander,2690,2001,187445,Bensiini,Manuaali
539,Mazda323,,600,2003,267524,Bensiini,Manuaali
540,Volvo,S80,12780,2011,147500,Diesel,Automaatti
541,Renault,Scenic,500,2003,252719,Bensiini,Manuaali
542,Volvo,V40,2790,2002,232000,Bensiini,Automaatti
543,Peugeot,206,800,1999,230000,Bensiini,Manuaali
544,Toyota,RAV4,17900,2014,216000,Bensiini,Manuaali
545,Mercedes-Benz,E-sarja,4890,2003,396500,Diesel,Manuaali
547,Volkswagen,Golf,3000,2005,268000,Bensiini,-
548,Volkswagen,Polo,1650,1998,125500,Bensiini,-
549,Mercedes-Benz,C-sarja,21400,2015,106000,Diesel,Automaatti
550,Nissan,Sunny,3900,1991,128000,Bensiini,Manuaali
551,Volkswagen,Tiguan,11900,2012,228000,Diesel,Automaatti
552,Nissan,Almera,2800,2005,216372,Bensiini,Manuaali
553,Hyundai,i30,2800,2008,338000,Diesel,Automaatti
554,Mercedes-Benz,B-sarja,4900,2005,165500,Bensiini,Manuaali
555,Alfa Romeo,GTV,5500,1996,172000,Bensiini,Manuaali
556,Toyota,Yaris,5500,2006,70021,Bensiini,Automaatti
557,Opel,Astra,1750,2004,248000,Bensiini,Manuaali
558,Hyuandai,H1 Starex 2.5crdi 174hv 8hengen,7150,2008,234000,Diesel,Manuaali
559,Ford,Tourneo Custom,19800,2018,125000,Diesel,Automaatti
560,Ford,Focus,2000,2006,254854,Bensiini,Manuaali
561,Volkswagen,Passat,13300,2011,164600,Bensiini,Automaatti
562,Volkswagen,Golf,11500,2015,110000,Bensiini,Manuaali
563,Skoda,Octavia,900,2001,259000,Bensiini,-
564,Nissan,Primera,1450,2006,286000,Bensiini,Manuaali
565,Audi,A6,1299,2006,200000,Diesel,Automaatti
566,Skoda,Octavia,1500,2006,455000,Diesel,-
567,Ford,Mondeo,5900,2011,295000,Bensiini,Automaatti
568,Opel,Astra,13800,2016,51500,Bensiini,Automaatti
569,Ford,Fiesta,5990,2007,242,Bensiini,Manuaali
570,Skoda,Octavia,3600,2008,320000,Diesel,Manuaali
571,Honda,HR-V,2290,2002,305000,Bensiini,Automaatti
573,Citroën,C3 vm. 2004,2200,2004,197000,Bensiini,Manuaali
574,Volkswagen,Passat,4000,1998,207000,Bensiini,Manuaali
575,Mini,Cooper,6850,2008,155903,Bensiini,Manuaali
576,Opel,Astra,2350,2003,182000,Bensiini,Manuaali
577,Volkswagen,Golf,4500,2000,303680,Bensiini,Manuaali
578,Mercedes-Benz,C-sarja,12900,2011,233440,Diesel,Automaatti
579,Volkswagen,Golf,990,2001,333000,Diesel,Manuaali
580,Volvo,XC70,5450,2007,273000,Diesel,Manuaali
581,Ford,Mondeo,4800,2013,373000,Diesel,Automaatti
582,Peugeot,307,2600,2008,360000,Diesel,Manuaali
583,E,270 Mercedes-benz,2590,2003,543000,Diesel,Manuaali
585,Volkswagen,Touran,1000,2005,316700,Bensiini,Manuaali
586,Nissan,Almera,700,2001,302279,Bensiini,Manuaali
587,Citroen,C3,2250,2002,82000,Bensiini,Manuaali
589,Nissan,Qashqai,7000,2008,260000,Bensiini,Manuaali
590,Mercedes-Benz,C-sarja,800,1997,545000,Diesel,Manuaali
591,Plymouth,Barracuda,25900,1967,200000,Bensiini,Automaatti
592,Mercedes-Benz,S-sarja,2400,2001,265000,Diesel,Automaatti
593,Ford,Galaxy,9400,2013,308000,Diesel,Automaatti
594,Peugeot,106,150,1995,265000,Bensiini,-
595,Toyota,Yaris,2950,2005,192000,Bensiini,-
596,Toyota,Avensis,1500,2006,440000,Diesel,Manuaali
597,Ford,Fiesta,5900,2011,117857,Diesel,Manuaali
598,Volvo,V70,4650,2006,260000,Bensiini,Automaatti
600,Audi,A6,1800,1999,304000,Bensiini,-
601,Volkswagen,Passat,2100,2002,405,Bensiini,Manuaali
602,Toyota,Corolla,4250,2006,166000,Bensiini,-
603,Opel,Corsa,4800,2007,106000,Bensiini,Automaatti
605,Mitsubishi,Outlander,7990,2011,389900,Diesel,Automaatti
606,Ford,Van,2490,0,244000,Diesel,Manuaali
607,Saab,9-5,2500,0,316000,Bensiini,-
608,Mercedes-Benz,A-sarja,2700,2002,196100,Bensiini,Automaatti
609,Volkswagen,Touran,3990,2008,259532,Diesel,Manuaali
610,Volkswagen,Golf,1590,2000,261000,Bensiini,Manuaali
611,Cadillac,Eldorado,12900,0,69000,Bensiini,Automaatti
612,Mercedes-Benz,E-sarja,1390,1999,275000,Bensiini,Automaatti
613,Toyota,Hiace,9450,2009,483000,Diesel,Manuaali
614,Renault,Megane,620,2003,260000,-,-
615,Mercedes-Benz,E-sarja,1900,2006,605000,Diesel,-
616,KIA,Sportage,3900,2006,349000,Diesel,-
617,Ford,Mondeo,850,1999,388294,Bensiini,-
618,Jaguar,XJ,1200,1990,351738,Bensiini,-
619,Mitsubishi,Colt,1900,1987,150000,Bensiini,Manuaali
620,Chrysler,Voyager-sarja,1900,2005,243000,Diesel,-
621,Volvo,S40,1850,1998,299000,-,-
622,Opel,Vectra,3180,2008,231000,Diesel,Manuaali
623,Opel,Corsa,750,1993,122000,Bensiini,Manuaali
624,Toyota,Aygo,2600,2007,111000,Bensiini,-
625,Volkswagen,Golf,1600,2000,185000,Bensiini,-
626,BMW,3-sarja,6600,2005,208000,Bensiini,Manuaali
627,Mercedes-Benz,R-sarja,6950,2006,325000,Diesel,Automaatti
628,Volkswagen,Passat,9500,2013,206000,Diesel,Automaatti
629,Toyota,Avensis,3750,2003,234000,Bensiini,Manuaali
630,Volvo,S60,2650,2001,291000,Bensiini,-
631,Mercedes-Benz,ML,3900,2004,470000,Diesel,Automaatti
632,Mercedes-Benz,E-sarja,6800,2006,255800,Diesel,Automaatti
633,Ford,Ka,750,2004,209000,Bensiini,Manuaali
634,Peugeot,208,5500,2013,120000,Bensiini,Manuaali
635,Nissan,Primera,300,1999,381000,Bensiini,-
636,Nissan,Qashqai,17900,2018,43000,Bensiini,Manuaali
637,Peugeot,407,800,2004,470000,Diesel,Automaatti
638,Citroen,C3,4700,2013,164288,Bensiini,Manuaali
639,Opel,Astra,1000,2000,251140,Bensiini,Manuaali
640,Nissan,Primera,480,2006,410000,Bensiini,Manuaali
641,Mercedes-Benz,E-sarja,6800,2006,255800,Diesel,Automaatti
642,Ford,Ka,750,2004,209000,Bensiini,Manuaali
643,Peugeot,208,5500,2013,120000,Bensiini,Manuaali
644,Nissan,Primera,300,1999,381000,Bensiini,-
645,Nissan,Qashqai,17900,2018,43000,Bensiini,Manuaali
646,Peugeot,407,800,2004,470000,Diesel,Automaatti
647,Citroen,C3,4700,2013,164288,Bensiini,Manuaali
648,Opel,Astra,1000,2000,251140,Bensiini,Manuaali
649,Nissan,Primera,480,2006,410000,Bensiini,Manuaali
650,Honda,Accord,1250,2001,260145,Bensiini,Manuaali
651,Fiat,Albea,990,2007,196000,Bensiini,Manuaali
652,Nissan,Almera,2100,2005,208000,Bensiini,-
653,Ford,Ka,470,2000,195000,Bensiini,Manuaali
654,Volvo,V70,8995,2008,362000,Diesel,Automaatti
655,Opel,Corsa 3D 1.2 2003,700,2003,236000,-,-
656,Fiat,Punto,250,2006,150000,Bensiini,-
658,Opel,Astra,1150,1996,174000,Bensiini,Manuaali
659,Toyota,Yaris,13000,2016,61000,Bensiini,-
660,Smart,Fortwo,2600,2004,77000,Bensiini,-
662,Volkswagen,Corrado,2500,1989,220500,Bensiini,Manuaali
664,Volkswagen,Golf,2600,2003,278500,Diesel,Manuaali
665,Volvo,V70,1990,2004,540000,Diesel,Manuaali
666,Toyota,Yaris,1580,2003,237000,Bensiini,Manuaali
667,Nissan,Note,5950,2007,85000,Bensiini,-
668,KIA,Niro,32925,2021,1,Hybridi,Automaatti
669,Citroen,Xsara,3450,2007,137000,Bensiini,Manuaali
670,BMW,5-sarja,7400,2005,298000,Diesel,Automaatti
671,Toyota,Yaris,1500,2002,172000,Bensiini,-
672,Skoda,Octavia,1590,2002,316000,Bensiini,Manuaali
673,Chrysler,PT Cruiser,1250,2000,307700,Bensiini,-
674,Renault,Laguna,2250,2003,168892,Bensiini,Manuaali
675,Ford,Galaxy,9250,2013,277089,Diesel,Automaatti
676,Volkswagen,Polo,2700,2003,150000,Bensiini,Manuaali
677,Mercedes-Benz,E-sarja,14700,2014,422100,Diesel,Automaatti
679,Volkswagen,Golf,880,2003,340000,Bensiini,-
680,Daewoo,Lacetti,850,2004,300000,Bensiini,Manuaali
681,Peugeot,307,700,2004,423000,Diesel,-
682,Mercedes-Benz,C 220,1000,1998,280000,Diesel,Manuaali
683,Opel,Astra,350,1999,275000,Bensiini,-
684,Mercedes-Benz,C 220,600,1996,468000,Diesel,Manuaali
685,Mercedes-Benz,C-sarja,6490,2008,256000,Bensiini,-
686,Volkswagen,Passat,13500,2013,240185,Diesel,Manuaali
687,Ford,Focus,550,0,198000,Bensiini,Manuaali
688,Volkswagen,Golf,3000,2005,345000,Diesel,Manuaali
689,Mercedes-Benz,E-sarja,6690,2007,387864,Diesel,Automaatti
690,Saab,9-5,1750,1999,426390,Bensiini,Automaatti
691,Mitsubishi,Eclipse,4700,1996,215040,Bensiini,Manuaali
692,Mercedes-Benz,E-sarja,3300,1997,355888,Bensiini,Automaatti
693,Subaru,Legacy,750,1991,300000,Bensiini,Manuaali
694,Audi,80-sarja,990,1993,380000,Bensiini,Manuaali
695,Volvo,S40,12100,2012,52750,Bensiini,Manuaali
696,Volvo,V50,3500,2008,320000,Diesel,Manuaali
697,KIA,Cerato,1450,2005,183125,Bensiini,Manuaali
698,Lada,110,1250,2005,97000,Bensiini,Manuaali
699,BMW,3-sarja,4500,2001,230000,Bensiini,Manuaali
700,Opel,Astra,1750,1999,189500,Bensiini,Manuaali
701,BMW,3-sarja,3500,2004,250000,Bensiini,Automaatti
702,Audi,A6,7900,2011,344600,Diesel,Automaatti
703,Skoda,Fabia,590,2003,260000,Bensiini,Manuaali
704,Volkswagen,Beetle,1450,1999,292400,Bensiini,Manuaali
705,Toyota,Yaris,4300,0,156000,Bensiini,Manuaali
706,Chrysler,Sebring,1295,2002,158000,Bensiini,-
707,Ford,Mondeo,4300,2009,240000,Diesel,Manuaali
708,Chrysler,Voyager-sarja,1400,2005,326000,Bensiini,-
709,Mercedes-Benz,CLS,13500,2007,208300,Bensiini,Automaatti
711,Honda,FR-V 1.8. Todella hyvä automatic.,2590,2008,346123,-,-
712,Opel,Omega,301,1996,520482,Bensiini,Manuaali
713,Volvo,V70 D4 Momentum. Todella hyvä yksilö!!,10990,2015,398123,-,-
714,Vw,Bora 1.4i 289tkm aj sekä manuaali!,775,1999,289000,Bensiini,Manuaali
715,Volvo,XC60,46690,2018,60000,Diesel,Automaatti
716,Citroen,Grand C4 Picasso,2990,2009,299123,-,-
717,BMW,5-sarja,2000,2003,345305,Bensiini,Automaatti
718,Nissan,Tiida,2000,2008,258430,Bensiini,Manuaali
719,Citroen,C4 Picasso,3500,2007,200460,Bensiini,-
720,Toyota,Avensis,2599,2007,389000,Diesel,-
721,Volvo,S40,3000,2004,188000,Bensiini,-
722,Volkswagen,Golf,10990,2013,130000,Diesel,Manuaali
723,Nissan,Juke,9900,2010,132300,Bensiini,Manuaali
724,Ford,Focus,9900,2011,158000,E85 / Flexifuel,Manuaali
725,Saab,9-5,3800,2006,193000,E85 / Flexifuel,Automaatti
726,Audi,A4,900,1999,417000,Bensiini,Manuaali
727,Volvo,V70,2300,2002,470000,Bensiini,Automaatti
728,Ford,Taunus,800,1970,155000,Bensiini,Manuaali
729,Toyota,opetuspolkimella uuteen käyttöön.:),1150,1998,320350,-,Manuaali
731,Saab,9-3,700,2002,380000,Bensiini,Manuaali
732,Ford,Focus,450,2000,395000,Diesel,-
733,Opel,Vectra,1990,2008,375000,Diesel,Manuaali
734,Honda,CR-V,5300,2004,251337,Bensiini,Automaatti
735,Opel,Zafira,1100,2006,380658,Bensiini,-
736,Toyota,Carina,1250,1990,363000,Bensiini,Manuaali
738,Volvo,V70,550,2003,600000,Bensiini,Manuaali
739,KIA,Cee'd,7600,2012,179000,Bensiini,Manuaali
740,Renault,Clio,5900,2006,225000,Bensiini,Manuaali
741,Audi,A4 Allroad,23490,2014,129000,Diesel,Automaatti
742,Nissan,Micra,650,1993,172641,Bensiini,Manuaali
743,Mercedes-Benz,A-sarja,4750,2008,155000,Bensiini,-
745,Volvo,"1,9 tdi",890,2000,382000,Diesel,Manuaali
746,Volvo,XC90,4500,2003,387000,Bensiini,-
747,Ford,Mondeo,1990,2008,382000,Diesel,Manuaali
748,Volvo,S60,2650,2001,319000,Bensiini,Automaatti
749,Opel,Astra,4900,2009,124000,Bensiini,Manuaali
753,Honda,CR-V,5750,2007,310000,Diesel,-
754,Opel,"vectra vikalista haettu ""pientä laittoa""",500,2002,188000,Bensiini,Manuaali
755,Subaru,Impreza,15890,2004,201000,Bensiini,Manuaali
756,Opel,Vectra,1500,2004,271000,Bensiini,-
758,Renault,Clio,1500,2002,159000,Bensiini,Manuaali
759,Toyota,Yaris,1890,1999,232000,Bensiini,-
760,Vw,2.0 tdi 170hp 7hlö touran tila-auto,4900,2008,305000,Diesel,Automaatti
761,Chrysler,Sebring,1000,2000,226000,Bensiini,Automaatti
762,Honda,Civic,475,1983,166000,Bensiini,-
763,Volvo,V70 05 D5 7hlö farmariauto,4500,2005,431500,Diesel,Manuaali
765,Skoda,Yeti,8650,2012,281000,Diesel,Manuaali
766,Chrysler,PT Cruiser,2000,2005,304000,Diesel,-
767,Peugeot,406,950,2000,388505,Bensiini,Manuaali
768,Toyota,Yaris,3300,2002,168000,Bensiini,Manuaali
769,KIA,Stonic,25506,2021,1,Hybridi,Automaatti
770,Saab,9-3,1544,2001,207800,Bensiini,-
771,KIA,Sportage,3450,2005,360000,Bensiini,Manuaali
772,Audi,A4,1000,2006,265297,Bensiini,Automaatti
773,Volvo,V70,4900,2007,315000,Diesel,-
774,Citroen,Xsara,1200,2004,304000,Diesel,Manuaali
775,Skoda,Octavia,7850,2010,118000,Bensiini,Manuaali
776,Nissan,Juke,8750,2012,83000,Bensiini,-
778,Audi,A4,5490,2008,298000,Diesel,Manuaali
779,Renault,GrandScenic-04,1200,2004,309000,Bensiini,Manuaali
780,BMW,3-sarja,11999,2012,181000,Diesel,Automaatti
781,Mercedes-Benz,A-sarja,1750,1999,69800,Bensiini,Manuaali
782,Skoda,Felicia,700,1999,178000,Bensiini,-
783,Nissan,Qashqai,17490,2017,57000,Bensiini,Manuaali
785,Nissan,Primera,1650,2007,309000,Bensiini,Manuaali
786,Honda,Accord,2900,2005,330000,Bensiini,Manuaali
787,Toyota,Avensis,2800,2004,317900,Bensiini,-
788,Hyundai,i40,5490,2011,253000,Diesel,Manuaali
789,Hyundai,i30,9400,2011,119000,Bensiini,Manuaali
790,Mercedes-Benz,C 180,7500,2006,188000,Bensiini,Automaatti
791,Volkswagen,Kupla,3200,1970,3200,Bensiini,-
792,Audi,A4,5990,2012,310000,Diesel,Automaatti
793,Opel,Corsa,350,2000,215000,Bensiini,-
794,Mercedes-Benz,A-sarja,15400,2015,49200,Bensiini,Manuaali
795,Mercedes-Benz,E-sarja,1500,2003,540000,Diesel,-
796,KIA,Sorento,3450,2004,382000,Diesel,-
797,Citroen,C5,690,2004,359000,Diesel,Automaatti
799,Mercedes-Benz,E-sarja,950,1997,343000,Diesel,Automaatti
800,Peugeot,307,1200,2002,235000,Bensiini,-
801,Peugeot,207,3600,2010,159000,Diesel,Manuaali
802,BMW,5-sarja,9790,2010,268000,Diesel,Manuaali
803,Opel,Corsa,1099,2007,330000,Bensiini,Manuaali
804,Volvo,S60,2350,2002,307000,Bensiini,Manuaali
805,Citroen,2CV,5900,1970,97000,Bensiini,-
806,Kaasuauto,KIA Cerato 2.0 16V EX 4d,3300,2008,163000,-,-
807,BMW,5-sarja,13500,2007,129000,Diesel,-
808,Volvo,V70,12500,2011,180000,Diesel,Automaatti
809,Mercedes-Benz,C 180,19490,2015,175000,Diesel,Automaatti
810,Nissan,Primera,950,2002,262000,Bensiini,Manuaali
811,Volvo,S80,699,0,50000,Diesel,Manuaali
812,Saab,900s,590,1994,197000,Bensiini,Manuaali
814,Toyota,Corolla,3500,0,266000,Bensiini,-
816,Mazda,6,7500,0,150000,Bensiini,Automaatti
818,Volvo,V70,2500,2002,466846,Diesel,Automaatti
819,Volkswagen,Golf,2000,2002,334637,Bensiini,Manuaali
820,Saab,9-5,4700,2002,217000,Bensiini,Automaatti
821,Citroen,C5,1250,2003,335400,Bensiini,-
822,Volkswagen,Golf,2600,2003,231000,Bensiini,Manuaali
823,Saab,9-3,6800,2000,247500,Bensiini,Manuaali
824,Mazda,6,8990,2013,174000,Diesel,Manuaali
826,Peugeot,307,870,2008,414900,Diesel,Manuaali
827,Volkswagen,Golf,1100,1997,300000,Bensiini,Manuaali
828,Opel,Insignia,3500,2010,270000,Diesel,Manuaali
829,Honda,Civic,1200,2001,250000,Bensiini,Manuaali
830,KIA,Stonic,25506,2021,1,Hybridi,Automaatti
831,Fiat,500,38900,2021,100,Sähkö,Automaatti
832,Skoda,Octavia,13300,2015,148000,Diesel,Automaatti
833,Volvo,S80,500,2000,498000,Diesel,-
834,Volkswagen,Golf,3950,1990,116000,Bensiini,Manuaali
835,Volvo,S80,11800,2010,292000,Diesel,Automaatti
836,BMW,5-sarja,1500,2003,490000,Diesel,Automaatti
837,Nissan,Almera,990,2001,198000,Bensiini,Manuaali
838,Volkswagen,Golf,3900,2008,183000,Bensiini,Manuaali
839,Saab,9-3,2800,2007,280000,Bensiini,-
840,BMW,3-sarja,1100,2003,252135,Bensiini,Automaatti
841,Skoda,Octavia,2500,2007,300000,Diesel,Manuaali
843,Skoda,Octavia,3900,2011,189000,Bensiini,Manuaali
844,Subaru,Legacy,8990,2015,380000,Kaasu,Automaatti
845,Mercedes-Benz,C-sarja,860,1995,440000,Diesel,-
846,Mercedes-Benz,C-sarja,2950,2000,260000,Bensiini,Manuaali
847,Hyundai,Sonata,4950,2006,326000,Diesel,Automaatti
848,Mercedes-Benz,C-sarja,5950,2002,168089,Bensiini,Automaatti
850,Toyota,Avensis,1499,2003,360000,Bensiini,Manuaali
851,Jeep,Cherokee,4400,2001,244500,Bensiini,Automaatti
852,Mercedes-Benz,E-sarja,6000,2004,440000,Bensiini,Automaatti
853,Volkswagen,Kupla,1700,0,42152,Bensiini,Manuaali
854,Mercedes-Benz,R-sarja,9280,2007,267000,Diesel,-
855,Toyota,Avensis,1450,1999,303000,Bensiini,-
856,Nissan,Micra,950,1999,186742,Bensiini,Manuaali
857,Toyota,Carina,1900,1989,252000,Bensiini,Automaatti
858,Volkswagen,Golf Sportsvan,14000,2017,107000,Bensiini,Manuaali
859,Mercedes-Benz,CLS,25900,2007,378,Bensiini,Automaatti
860,Volvo,V70,3350,2005,332000,Bensiini,Manuaali
861,Hyvä,Toyota Corolla,2800,2002,190000,Bensiini,Manuaali
862,SEAT,Altea XL,6290,2012,270000,Diesel,Manuaali
863,Toyota,Corolla,1000,1997,250000,Bensiini,Manuaali
864,Toyota,Avensis,9000,2010,135000,Diesel,Automaatti
865,Volkswagen,Golf,750,1999,579000,Diesel,Manuaali
866,Volkswagen,Golf Plus,2300,2005,249000,Diesel,Manuaali
867,KIA,Rio,21194,2021,1,Hybridi,Automaatti
869,Citroen,Dyane,4500,1970,51980,Bensiini,Manuaali
870,Toyota,Corolla,5190,2004,191000,Bensiini,Manuaali
871,Audi,A4,570,2004,400000,Bensiini,-
872,Mazda,323F,300,1999,220000,-,-
873,Toyota,Avensis,6700,2011,220000,Diesel,Manuaali
875,Volkswagen,Passat,11400,2011,140000,Bensiini,Automaatti
876,BMW,530,48900,2018,125000,Diesel,Automaatti
877,Audi,A6,7350,2009,329000,Diesel,Manuaali
878,Volvo,"v50 1.6d *vähän ajettu,vuosi leimaa",4990,2009,151000,Diesel,Manuaali
879,Nissan,Primera,1950,0,297000,Bensiini,Manuaali
880,Chysler,neon automaatti,890,2002,118000,Bensiini,Automaatti
881,KIA,Stonic,20648,2021,1,Hybridi,Manuaali
882,Bmw,530dAT YKSILÖ Luxusvarusteet RAHOITUS/VAIHTO,4690,1999,299000,Diesel,Automaatti
883,Ford,Fiesta,12000,2014,59000,Bensiini,Automaatti
884,Mercedes-Benz,A-sarja,1090,2001,220000,Bensiini,Manuaali
885,Citroen,C5,3750,2004,529000,Diesel,-
886,Subaru,Forester,1850,1998,307000,Bensiini,Manuaali
887,Mazda,3,6950,2010,243971,Diesel,Manuaali
888,Opel,Zafira,3100,2006,211500,Bensiini,-
889,BMW,3-sarja,1300,2000,287000,Bensiini,Manuaali
890,Volvo,S40,7590,2012,192000,Diesel,Manuaali
891,Opel,Astra,6100,2006,206000,Diesel,Manuaali
894,KIA,Niro,32124,2021,1,Hybridi,Automaatti
895,SEAT,Leon,550,2003,320000,Diesel,Manuaali
896,Mercedes-Benz,GLA 180,31900,2018,38000,Bensiini,Automaatti
898,Ford,Escort,600,1997,240000,Bensiini,Manuaali
899,Audi,A3,3600,2005,267150,Diesel,-
900,Volkswagen,Touran,3800,2003,234500,Bensiini,Manuaali
901,Toyota,Corolla,5850,2008,178000,Diesel,Automaatti
902,Ford,Focus,2650,2008,276158,Diesel,Manuaali
903,BMW,5-sarja,5900,2007,318000,Diesel,Automaatti
904,Mazda,6,12900,2015,215000,Diesel,Automaatti
906,Volvo,740,1300,1989,503000,Bensiini,Manuaali
907,Skoda,Fabia 110 Monte-Carlo LÖYTÖ RAHOITUS/VAIHTO,11990,2017,85000,Bensiini,Manuaali
908,Citroen,C4,2250,2004,149400,Bensiini,Manuaali
909,Volkswagen,Passat,1800,2004,357000,Diesel,Manuaali
910,Mercedes-Benz,GL 420,18950,2007,287000,Diesel,Automaatti
911,Audi,TTS,22900,2011,168000,Bensiini,Automaatti
912,Skoda,Octavia,4450,2007,279000,-,-
913,Nissan,Primera,1190,2004,296525,Bensiini,Manuaali
914,Toyota,Yaris,3600,2005,267000,Diesel,Manuaali
915,Plymouth,fury III 6.6 V8 vm74,2750,1970,111,Bensiini,-
916,Volkswagen,Golf,12100,2012,62500,Bensiini,Manuaali
917,Volkswagen,Polo,1290,2003,259000,Bensiini,Manuaali
918,Daihatsu,Sirion,1350,1999,151000,Bensiini,Manuaali
919,Honda,Civic,8900,2009,120000,Bensiini,Automaatti
920,Toyota,Corolla,3500,2003,252000,Bensiini,Manuaali
921,Audi,A6,3800,2004,390000,Diesel,-
922,Volkswagen,Golf,11890,2013,115000,Bensiini,Manuaali
923,Mercedes-Benz,Sprinter,92900,2021,600,Diesel,Automaatti
924,Volkswagen,Golf,7800,2010,267000,Diesel,Manuaali
925,Toyota,Carina,750,1987,316000,Bensiini,-
927,Citroen,C3,2400,2005,166776,Bensiini,Manuaali
928,Mercedes-Benz,GLC 350,50900,2017,39000,Hybridi,Automaatti
929,Nissan,Primera,800,2002,301500,Bensiini,Automaatti
930,Volvo,V70,21490,2011,190000,Bensiini,Automaatti
931,Renault,Megane,900,2002,238000,Bensiini,-
932,BMW,5-sarja,9800,2007,215000,Diesel,Automaatti
933,Volkswagen,Golf,1990,2003,260000,Bensiini,Manuaali
934,Volkswagen,Golf,2370,2006,294200,Diesel,-
935,BMW,3-sarja,6250,0,270000,Diesel,-
936,Citroen,C4,1890,2007,234538,Bensiini,Manuaali
937,Volvo,V40,13500,2013,173000,Diesel,Automaatti
938,Toyota,Yaris,3600,2006,216000,Bensiini,Manuaali
939,Volvo,S60,3950,2009,366000,Diesel,Manuaali
941,Volkswagen,Golf,9900,2012,87000,Bensiini,Manuaali
942,SEAT,Leon,18900,2017,49100,Bensiini,Automaatti
943,Datsun,180B.-73,9800,1970,167000,Bensiini,-
944,Ford,Focus,1500,2003,570000,Bensiini,Manuaali
945,Opel,Astra,940,2001,251561,Bensiini,Manuaali
948,Mitsubishi,Colt,800,1999,233500,Bensiini,Manuaali
949,Mercedes-Benz,270,650,1999,430000,Diesel,Automaatti
952,BMW,3-sarja,9900,2008,110000,Diesel,Manuaali
953,Fiat,Punto,970,0,186567,-,-
954,Chrysler,Sebring,550,2003,288000,Bensiini,Automaatti
955,Renault,Megane,7300,2013,115000,Bensiini,Manuaali
957,Volvo,S60,5950,2005,197000,Bensiini,Manuaali
958,Honda,CR-V,9500,2009,232000,Diesel,Manuaali
959,Subaru,Forester,22900,2015,106000,Bensiini,Automaatti
960,Volkswagen,Golf Plus,11750,2014,117000,Bensiini,Manuaali
